studentID,RG,RL,UG,UL,PGR,PLR
5402681026,3,0,0,0,1.0000,0.0000
5402681067,2,5,0,0,1.0000,1.0000
5402681083,15,1,0,1,1.0000,0.5000
5402681133,2,7,2,8,0.5000,0.4667
5402681182,4,1,1,5,0.8000,0.1667
5402681216,1,0,0,0,1.0000,0.0000
5402681307,1,3,1,2,0.5000,0.6000
5402685043,30,0,9,43,0.7692,0.0000
5402685068,11,2,0,0,1.0000,1.0000
5402685076,43,5,38,66,0.5309,0.0704
5402685084,50,18,5,21,0.9091,0.4615
5402685092,5,0,0,0,1.0000,0.0000
5402685175,24,7,1,7,0.9600,0.5000
5402685241,11,12,0,1,1.0000,0.9231
5402685258,3,3,0,0,1.0000,1.0000
5402685332,12,9,6,24,0.6667,0.2727
5402685340,611,325,514,2690,0.5431,0.1078
5402685399,41,4,0,0,1.0000,1.0000
5402685415,5,3,1,13,0.8333,0.1875
5402685423,56,38,6,10,0.9032,0.7917
5402685449,8,14,0,9,1.0000,0.6087
5402685472,2,6,0,6,1.0000,0.5000
5402685480,23,4,1,9,0.9583,0.3077
5402685514,42,1,0,80,1.0000,0.0123
5402685522,27,13,3,2,0.9000,0.8667
5402685530,21,2,4,1,0.8400,0.6667
5402685548,1,9,0,3,1.0000,0.7500
5402685555,2,1,0,0,1.0000,1.0000
5402685589,9,2,0,3,1.0000,0.4000
5402685613,17,0,2,4,0.8947,0.0000
5402685639,5,4,0,0,1.0000,1.0000
5402685696,54,12,1,1,0.9818,0.9231
5402685803,11,6,4,0,0.7333,1.0000
5402685878,21,28,0,3,1.0000,0.9032
5402685886,15,14,5,0,0.7500,1.0000
5402685902,8,2,2,0,0.8000,1.0000
5402685928,10,16,0,2,1.0000,0.8889
5402685977,70,21,2,9,0.9722,0.7000
5402685985,21,0,8,13,0.7241,0.0000
5402686025,0,4,0,0,0.0000,1.0000
5402686033,6,0,1,0,0.8571,0.0000
5402686058,13,14,0,0,1.0000,1.0000
5402686090,1,1,0,0,1.0000,1.0000
5402686207,12,9,0,0,1.0000,1.0000
5402686215,29,1,4,15,0.8788,0.0625
5402686223,27,0,4,2,0.8710,0.0000
5402686249,13,1,2,0,0.8667,1.0000
5402686272,15,8,13,12,0.5357,0.4000
5402686280,5,0,0,4,1.0000,0.0000
5402686306,10,6,3,2,0.7692,0.7500
5402686355,4,1,1,0,0.8000,1.0000
5402686363,19,10,0,0,1.0000,1.0000
5402686389,3,15,0,0,1.0000,1.0000
5402686397,34,3,73,28,0.3178,0.0968
5402686405,13,4,10,21,0.5652,0.1600
5402686413,23,4,5,1,0.8214,0.8000
5402686462,1,0,0,0,1.0000,0.0000
5402686488,4,1,0,1,1.0000,0.5000
5402686538,3,3,0,4,1.0000,0.4286
5402686561,52,0,12,23,0.8125,0.0000
5402686579,69,13,0,61,1.0000,0.1757
5402686587,1,2,0,1,1.0000,0.6667
5402686629,16,2,1,9,0.9412,0.1818
5402686645,3,0,0,0,1.0000,0.0000
5402686660,1,5,0,0,1.0000,1.0000
5402686678,46,5,56,4,0.4510,0.5556
5402686702,9,0,0,0,1.0000,0.0000
5402686728,2,4,0,0,1.0000,1.0000
5404610155,5,1,0,0,1.0000,1.0000
5404610197,6,2,1,0,0.8571,1.0000
5404611013,1,0,0,0,1.0000,0.0000
5404680224,9,5,0,0,1.0000,1.0000
5404680505,5,7,0,0,1.0000,1.0000
5404680521,8,12,0,0,1.0000,1.0000
5404680786,0,0,0,0,0.0000,0.0000
5404681024,20,14,2,0,0.9091,1.0000
5404681503,6,7,0,8,1.0000,0.4667
5502042111,0,0,0,0,0.0000,0.0000
5502112971,0,2,0,0,0.0000,1.0000
5502460032,0,0,0,0,0.0000,0.0000
5502460040,32,4,3,5,0.9143,0.4444
5502495020,48,33,2,4,0.9600,0.8919
5502610628,48,31,0,205,1.0000,0.1314
5502610669,15,16,0,3,1.0000,0.8421
5502615130,9,0,2,0,0.8182,0.0000
5502615197,197,114,402,686,0.3289,0.1425
5502615601,966,508,1215,5594,0.4429,0.0833
5502615809,42,16,9,14,0.8235,0.5333
5502640203,19,0,30,2,0.3878,0.0000
5502640567,20,2,29,0,0.4082,1.0000
5502640633,3,0,1,1,0.7500,0.0000
5502641235,0,0,0,0,0.0000,0.0000
5502680274,21,2,1,2,0.9545,0.5000
5502680332,1,0,0,0,1.0000,0.0000
5502680464,1,0,0,0,1.0000,0.0000
5502685117,11,0,0,1,1.0000,0.0000
5502685562,227,100,2323,4022,0.0890,0.0243
5502685786,0,1,0,0,0.0000,1.0000
5502685950,14,1,0,3,1.0000,0.2500
5502686123,2,0,0,0,1.0000,0.0000
5502686230,3,0,0,0,1.0000,0.0000
5502686362,0,0,0,0,0.0000,0.0000
5602465139,1,2,0,0,1.0000,1.0000
5602470188,62,9,23,24,0.7294,0.2727
5602470378,1,0,0,0,1.0000,0.0000
5602475419,29,0,11,24,0.7250,0.0000
5602615147,6,22,10,7,0.3750,0.7586
5602615733,8,24,0,0,1.0000,1.0000
5602640590,32,15,0,2,1.0000,0.8824
5602640715,7,4,7,4,0.5000,0.5000
5602640806,59,40,174,448,0.2532,0.0820
5602640897,21,4,12,45,0.6364,0.0816
5602640905,69,22,361,169,0.1605,0.1152
5602641259,24,8,7,33,0.7742,0.1951
5602680521,8,1,0,0,1.0000,1.0000
5602685512,19,0,4,41,0.8261,0.0000
5602685538,21,5,0,0,1.0000,1.0000
5602685686,11,2,3,0,0.7857,1.0000
5602685769,84,18,1,38,0.9882,0.3214
5602685843,11,3,1,1,0.9167,0.7500
5602686080,3,0,0,0,1.0000,0.0000
