studentID,RG,RL,UG,UL,PGR,PLR
5502640567,20,2,29,0,0.4082,1.0000
5502640633,3,0,1,1,0.7500,0.0000
5502641235,0,0,0,0,0.0000,0.0000
5502680274,21,2,1,2,0.9545,0.5000
5502685786,0,1,0,0,0.0000,1.0000
5502685950,14,1,0,3,1.0000,0.2500
5502686230,3,0,0,0,1.0000,0.0000
5502686362,0,0,0,0,0.0000,0.0000
5602470188,62,9,23,24,0.7294,0.2727
5602615733,8,24,0,0,1.0000,1.0000
5602640806,59,40,174,448,0.2532,0.0820
5602640905,69,22,361,169,0.1605,0.1152
5602680521,8,1,0,0,1.0000,1.0000
5602685538,21,5,0,0,1.0000,1.0000
5602685769,84,18,1,38,0.9882,0.3214
5602686080,3,0,0,0,1.0000,0.0000
